Measure_Name,State,Rank,Value,Score,Lower_CI,Upper_CI,Source,Source_Year
Flu Vaccination - Ages 65+ - High School Grad,California,39,47,-0.7,55.6,38.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Colorado,30,50.2,-0.17,55,45.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Connecticut,19,54.5,0.55,58.5,50.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Delaware,8,58,1.13,63.4,52.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Florida,28,50.8,-0.07,55.6,46.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Georgia,33,48.4,-0.47,52.9,44,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Hawaii,25,52.7,0.25,58.9,46.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Idaho,15,56.1,0.81,62.6,49.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Illinois,23,53.3,0.35,59,47.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Indiana,43,45.5,-0.95,49,42,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Iowa,18,54.9,0.61,58.2,51.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Kansas,17,55.2,0.66,58.5,51.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Kentucky,9,57.9,1.11,63.3,52.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Louisiana,45,45.1,-1.01,51.1,39.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Maine,47,42.9,-1.38,46.4,39.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Maryland,26,52.1,0.15,55.4,48.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Massachusetts,44,45.3,-0.98,51.3,39.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Michigan,41,46.6,-0.76,50.9,42.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Minnesota,21,53.6,0.4,56.7,50.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Mississippi,7,58.4,1.2,63.3,53.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Missouri,1,65,2,69,60.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Montana,6,58.6,1.23,64.1,53.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Nebraska,14,56.5,0.88,59.7,53.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Nevada,11,57,0.96,66.1,47.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,New Hampshire,46,44.2,-1.16,48.8,39.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,New Jersey,5,58.7,1.25,68.2,49.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,New Mexico,27,52,0.13,57.9,46.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,New York,48,41.2,-1.66,45,37.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,North Carolina,2,64.2,2,70.7,57.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,North Dakota,24,53.2,0.33,57.8,48.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Ohio,21,53.6,0.4,56.8,50.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Oklahoma,4,60.1,1.48,64.9,55.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Oregon,42,46.5,-0.78,53.2,39.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Pennsylvania,10,57.6,1.06,62.5,52.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Rhode Island,29,50.5,-0.12,55.9,45.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,South Carolina,20,54.4,0.53,57.8,51,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,South Dakota,31,49.5,-0.28,55.3,43.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Tennessee,40,46.9,-0.71,52.6,41.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Texas,49,40.9,-1.71,48.4,33.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Utah,35,47.9,-0.55,52.9,43,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Vermont,34,48.3,-0.48,53.4,43.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Virginia,12,56.7,0.91,60.9,52.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Washington,16,56,0.8,59.9,52.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,West Virginia,3,61.9,1.78,66,57.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Wisconsin,50,39.7,-1.91,45.1,34.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,Wyoming,35,47.9,-0.55,52.9,42.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,District of Columbia,,51.8,,59.2,44.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - High School Grad,United States,,51.2,,52.3,50.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Alaska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Arizona,,50.9,,61.9,39.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,California,,55.3,,61.4,49.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Colorado,,52.4,,61.1,43.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Connecticut,,64.4,,78,50.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Florida,,44.6,,55.5,33.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Georgia,,54.3,,69.5,39.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Hawaii,,46.8,,58.8,34.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Idaho,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Illinois,,59.6,,73.4,45.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Indiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Kansas,,66.6,,80,53.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Maine,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Maryland,,64.3,,81.7,46.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Massachusetts,,82.2,,93.7,70.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Michigan,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Minnesota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Missouri,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Montana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Nebraska,,42.1,,57,27.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Nevada,,63.7,,80.9,46.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,New Mexico,,52.2,,58,46.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,New York,,44.6,,54,35.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,North Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Oklahoma,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Oregon,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Pennsylvania,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Rhode Island,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,South Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Texas,,47.1,,58.2,36.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Utah,,50.3,,66.2,34.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Virginia,,61,,77.9,44.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Washington,,49.7,,62.1,37.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Hispanic,United States,,51.4,,55,47.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Alabama,9,57.9,1.02,63.1,52.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Alaska,50,40,-1.89,50.5,29.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Arizona,39,46.3,-0.86,52.9,39.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Arkansas,46,43.2,-1.37,48,38.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",California,27,50.7,-0.15,56.9,44.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Colorado,20,52.5,0.15,57.6,47.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Connecticut,24,51.3,-0.05,57.2,45.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Delaware,12,57.4,0.94,64.2,50.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Florida,25,51.2,-0.07,57.1,45.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Georgia,28,50.5,-0.18,55.4,45.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Hawaii,31,50.3,-0.21,58.7,41.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Idaho,23,51.9,0.05,58.1,45.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Illinois,15,55.7,0.67,62.2,49.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Indiana,43,44.8,-1.11,49.6,40,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Iowa,11,57.5,0.96,62,52.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Kansas,16,55.3,0.6,59.5,51,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Kentucky,4,59.2,1.24,65.3,53.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Louisiana,38,47.6,-0.65,55.1,40.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Maine,45,43.5,-1.32,47.5,39.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Maryland,42,45.1,-1.06,50.2,40.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Massachusetts,3,60.2,1.4,68,52.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Michigan,36,48.2,-0.55,53.5,42.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Minnesota,19,53.2,0.26,57.2,49.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Mississippi,10,57.8,1.01,62.8,52.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Missouri,7,58.2,1.07,63.5,52.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Montana,35,48.3,-0.54,55.1,41.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Nebraska,13,56.5,0.8,60.3,52.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Nevada,32,49.4,-0.36,62.1,36.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",New Hampshire,34,48.5,-0.5,54.1,42.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",New Jersey,5,58.5,1.12,72.9,44.1,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",New Mexico,30,50.4,-0.2,55.9,44.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",New York,48,41.7,-1.61,46.1,37.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",North Carolina,1,67.8,2,74.4,61.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",North Dakota,21,52.3,0.11,58,46.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Ohio,18,54.4,0.46,58.3,50.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Oklahoma,2,63.3,1.9,68.8,57.9,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Oregon,37,47.8,-0.62,55.2,40.4,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Pennsylvania,13,56.5,0.8,62.9,50.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Rhode Island,33,48.7,-0.47,54.8,42.6,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",South Carolina,8,58.1,1.06,62,54.2,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",South Dakota,44,44.7,-1.12,52.9,36.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Tennessee,22,52.1,0.08,58.4,45.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Texas,47,41.8,-1.59,50,33.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Utah,39,46.3,-0.86,52.8,39.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Vermont,26,50.8,-0.13,56.5,45,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Virginia,17,54.7,0.5,59.6,49.8,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Washington,28,50.5,-0.18,55.3,45.7,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",West Virginia,6,58.4,1.11,63.4,53.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Wisconsin,49,40.7,-1.77,48.1,33.3,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",Wyoming,41,45.4,-1.01,51.3,39.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",District of Columbia,,52.3,,59,45.5,"CDC, Behavioral Risk Factor Surveillance System",2018
"Flu Vaccination - Ages 65+ - Less Than $25,000",United States,,51.6,,52.9,50.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Alabama,17,55.2,0.31,62.5,48,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Alaska,45,43.5,-1.29,60,27.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Arizona,35,48.1,-0.66,59.8,36.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Arkansas,48,42.5,-1.42,49.7,35.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,California,27,51.4,-0.21,60.5,42.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Colorado,6,62,1.25,72.3,51.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Connecticut,19,54.6,0.23,63.4,45.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Delaware,40,46.1,-0.93,57.6,34.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Florida,33,49.1,-0.52,59.3,38.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Georgia,32,49.9,-0.41,56.9,42.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Hawaii,10,57.2,0.59,72.9,41.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Idaho,42,45.6,-1,58.1,33.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Illinois,24,52.6,-0.04,63.5,41.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Indiana,46,43.3,-1.31,50.9,35.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Iowa,13,56.4,0.48,65.3,47.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Kansas,29,51.2,-0.23,59.3,43.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Kentucky,13,56.4,0.48,65.2,47.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Louisiana,37,47.9,-0.68,59.3,36.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Maine,43,44.8,-1.11,52.5,37.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Maryland,39,46.6,-0.86,53.9,39.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Massachusetts,4,66.2,1.82,77.4,55,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Michigan,50,42,-1.49,51.6,32.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Minnesota,22,53.1,0.03,61,45.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Mississippi,5,62.9,1.37,69.8,56,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Missouri,27,51.4,-0.21,59.6,43.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Montana,47,43.2,-1.33,56.5,30,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Nebraska,26,52.2,-0.1,60.3,44.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Nevada,7,60.8,1.08,77.9,43.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,New Hampshire,38,46.8,-0.83,57.9,35.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,New Jersey,2,69.5,2,85.9,53.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,New Mexico,12,56.5,0.49,65.5,47.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,New York,34,49,-0.53,56.4,41.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,North Carolina,1,72.7,2,81.4,64,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,North Dakota,15,56.1,0.44,64.9,47.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Ohio,18,54.8,0.26,61.8,47.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Oklahoma,3,68,2,77,58.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Oregon,20,53.7,0.11,69.1,38.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Pennsylvania,8,59.5,0.9,71.2,47.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Rhode Island,41,45.9,-0.96,55.9,36,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,South Carolina,11,56.8,0.53,62.2,51.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,South Dakota,25,52.4,-0.07,67.4,37.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Tennessee,31,51,-0.26,60,42,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Texas,35,48.1,-0.66,59.8,36.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Utah,21,53.4,0.07,66.9,40,"CDC, Behavioral Risk Factor Surveillance System",2018
Flu Vaccination - Ages 65+ - Less Than High School,Vermont,16,55.4,0.34,65.1,45.7,"CDC, Behavioral Risk Factor Surveillance System",2018
